,child,parent
60888,n09791816,n10503452
60889,n13522485,n13515958
60890,n05837128,n05836921
60891,n09801371,n10605985
60892,n15042052,n14844693
60893,n14969666,n14699752
60894,n13844057,n13843920
60895,n07973088,n08378819
60896,n13586455,n13586122
60897,n04686935,n04686003
60898,n14835817,n14805676
60899,n00462557,n00461782
60900,n00146443,n00145218
60901,n02464223,n05220461
60902,n03647691,n03961939
60903,n10740482,n09974648
60904,n07376454,n07371293
60905,n00588703,n00586262
60906,n14931633,n14930989
60907,n05013642,n13925340
60908,n05013642,n05011790
60909,n10410440,n09917593
60910,n07617051,n07611358
60911,n04426618,n04096066
60912,n01377392,n01348530
60913,n01807265,n01504437
60914,n11443409,n11525955
60915,n08054613,n08054076
60916,n15039335,n15104217
60917,n07637508,n07635155
60918,n14278953,n14278773
60919,n12660796,n11579418
60920,n11422277,n11422114
60921,n01247647,n00095502
60922,n13063269,n12992868
60923,n00074790,n00070965
60924,n00827638,n00817680
60925,n10761962,n10787470
60926,n10761962,n10622053
60927,n15296489,n15169873
60928,n10587378,n09821253
60929,n14265006,n14253124
60930,n03715892,n04285622
60931,n04772191,n04771890
60932,n06364641,n06362953
60933,n10144338,n10287213
60934,n14233545,n14233267
60935,n08152787,n08113443
60936,n12375294,n11575425
60937,n07712748,n07712382
60938,n06119226,n06118563
60939,n14009274,n14008806
60940,n14979285,n14962117
60941,n03457578,n03135152
60942,n02460684,n01864707
60943,n07626602,n07625493
60944,n14774699,n14767996
60945,n12347892,n11562747
60946,n09666883,n09545324
60947,n05518094,n05517578
60948,n13814898,n13814601
60949,n07232811,n07232421
60950,n07402271,n07402519
60951,n06538785,n06532330
60952,n04950336,n04673965
60953,n12194466,n11575425
60954,n05054537,n05053215
60955,n09220922,n09397607
60956,n07017877,n07015510
60957,n12977565,n08103777
60958,n00475403,n00471613
60959,n11713628,n11571907
60960,n14980910,n14925198
60961,n14980910,n14586258
60962,n04250026,n03932203
60963,n14565121,n14565196
60964,n00551585,n00548326
60965,n08379630,n08380340
60966,n01904583,n01904182
60967,n04979870,n04979425
60968,n05938795,n05925366
60969,n08118260,n08118039
60970,n07410021,n07338681
60971,n07936548,n07936263
60972,n05747160,n05738625
60973,n01041968,n01028655
60974,n02607630,n01429349
60975,n14782403,n14844693
60976,n07552087,n07551052
60977,n09704283,n09701148
60978,n12899333,n11579418
60979,n10627082,n10636598
60980,n14292571,n14292090
60981,n06504662,n06502378
60982,n04026417,n02773037
60983,n10235142,n10200781
60984,n06119904,n06115476
60985,n13543093,n13489037
60986,n01677913,n01657723
60987,n13705300,n13604718
60988,n15217443,n15216966
60989,n13414443,n06520222
60990,n05121418,n05107765
60991,n10452535,n09848110
60992,n14921622,n14836468
60993,n06246529,n06246361
60994,n05785885,n05785508
60995,n04910973,n04910135
60996,n04525417,n03058107
60997,n05472205,n05472032
60998,n08108627,n07992450
60999,n11428567,n11428379
61000,n13588819,n13586122
61001,n05318407,n05397468
61002,n02684649,n04187061
61003,n02680947,n02679788
61004,n10148542,n10440717
61005,n01383027,n01382033
61006,n01246206,n00104539
61007,n07822323,n07809368
61008,n09631129,n00007846
61009,n15052852,n15069161
61010,n04371225,n03982060
61011,n04371225,n02752311
61012,n07072587,n07071017
61013,n03938725,n02821030
61014,n07385548,n07382572
61015,n07113080,n07279045
61016,n12628872,n11585340
61017,n05757049,n05753564
61018,n14945137,n14775729
61019,n13869243,n13867641
61020,n01800286,n01507175
61021,n09784043,n10301261
61022,n13258362,n13255145
61023,n13720600,n13716084
61024,n03320735,n03076708
61025,n06769578,n06769392
61026,n04462707,n02703275
61027,n08415127,n08414119
61028,n06990741,n06990544
61029,n13408776,n13354985
61030,n14952290,n14605787
61031,n09635635,n09731436
61032,n13259013,n13327231
61033,n04744032,n04743605
61034,n00865471,n00867357
61035,n14778019,n14778436
61036,n05155123,n05154676
61037,n08497294,n08630985
61038,n04984180,n04983122
61039,n00372977,n00372607
61040,n06955087,n06953731
61041,n15010703,n14818238
61042,n06168152,n05989479
61043,n14218493,n14215331
61044,n03593034,n04166436
61045,n10491869,n10216928
61046,n06470688,n06479665
61047,n10593618,n09632518
61048,n06797947,n05819149
61049,n05575743,n05289861
61050,n11718911,n11564258
61051,n07893253,n07891726
61052,n10224578,n10794014
61053,n05459101,n05456945
61054,n00258530,n00255214
61055,n15281653,n15286249
61056,n15281653,n14302005
61057,n09919200,n10707233
61058,n13685346,n13604718
61059,n05448597,n05449959
61060,n14929662,n14586258
61061,n00846021,n00845523
61062,n04640538,n04640176
61063,n00322391,n00322228
61064,n10373998,n10235549
61065,n05395098,n05395286
61066,n07154330,n07151380
61067,n04400737,n03613592
61068,n05315382,n05315095
61069,n10377291,n09820263
61070,n14622491,n14622141
61071,n13682740,n13682631
61072,n05904135,n05903229
61073,n03902482,n03463832
61074,n08223581,n08223263
61075,n15029781,n15027189
61076,n11737316,n11571907
61077,n09848489,n10677713
61078,n06639023,n06638868
61079,n04774901,n04774198
61080,n12351975,n11555413
61081,n04985580,n04985198
61082,n01655116,n01626134
61083,n10158756,n00007846
61084,n14566476,n14566308
61085,n09988703,n10197967
61086,n02334849,n01862557
61087,n13776432,n13757724
61088,n14980087,n14971519
61089,n13877918,n13907415
61090,n00090253,n00041899
61091,n08684107,n08571459
61092,n05980412,n05809192
61093,n14736359,n14728724
61094,n07976069,n07975026
61095,n06495948,n06481320
61096,n01571297,n01507175
61097,n11855122,n11573660
61098,n14046861,n14046202
61099,n11862089,n11573660
61100,n10640620,n10235549
61101,n10640620,n10024362
61102,n11467202,n11449907
61103,n02641825,n01342529
61104,n03022250,n02724207
61105,n03720005,n03589791
61106,n10248091,n09926656
61107,n05643072,n05648247
61108,n07095390,n07094843
61109,n14744417,n14798450
61110,n10322546,n00007846
61111,n07053364,n07048000
61112,n07053364,n06383819
61113,n12586110,n11556857
61114,n06761482,n06761099
61115,n12465321,n11561228
61116,n13642464,n13634784
61117,n05302899,n05303402
61118,n01985331,n01762525
61119,n09641757,n09620078
61120,n09641757,n09636106
61121,n02981565,n03013006
61122,n13130885,n13095685
61123,n02855793,n03053474
61124,n02261184,n01759182
61125,n06304576,n06286395
61126,n05821486,n05820620
61127,n02304967,n01762525
61128,n10625099,n10423589
61129,n04895979,n04895773
61130,n10581890,n09840963
61131,n01913533,n01908415
61132,n10791002,n09950457
61133,n07400361,n07371293
61134,n00913274,n00911048
61135,n07460651,n07458453
61136,n12780852,n11567411
61137,n12962622,n09291513
61138,n07918706,n07911371
61139,n06075527,n06037666
61140,n07139151,n07172756
61141,n13942554,n13942104
61142,n05989265,n05988282
61143,n14918883,n14989820
61144,n00663878,n00661091
61145,n14773618,n15042856
61146,n03753657,n02719105
61147,n14801402,n14801271
61148,n13966201,n13966007
61149,n00978764,n00978413
61150,n14996709,n14755077
61151,n06930804,n06929742
61152,n14002109,n13920835
61153,n05858093,n05857459
61154,n03736147,n03532342
61155,n02604657,n01429349
61156,n05130210,n05129565
61157,n11864364,n11534677
61158,n08069342,n08058098
61159,n15104933,n15104217
61160,n03532342,n03563967
61161,n05427946,n05303402
61162,n00174950,n00790205
61163,n13657849,n13649268
61164,n08187033,n08008335
61165,n01108150,n01107932
61166,n05135451,n05134547
61167,n02155014,n02154416
61168,n06480991,n06480723
61169,n08612498,n08612049
61170,n13335635,n05138488
61171,n10020366,n10787470
61172,n00206302,n00203342
61173,n04054213,n04018951
61174,n01687441,n01656813
61175,n10066452,n10287213
61176,n08250978,n08250889
61177,n04971211,n04970916
61178,n15039568,n14996020
61179,n08245802,n08246302
61180,n12523319,n15098161
61181,n00361795,n00712031
61182,n00921790,n15236475
61183,n06148148,n06143154
61184,n04806512,n04671394
61185,n01014490,n01014066
61186,n03344642,n02897820
61187,n07532112,n07531255
61188,n13714082,n13608480
61189,n05665625,n05665146
61190,n12365670,n11575425
61191,n01252918,n01253060
61192,n00572043,n00571609
61193,n06860177,n06865345
61194,n07812913,n07809368
61195,n10102800,n09792555
61196,n00867163,n00863513
61197,n04832518,n04831727
61198,n02152740,n00015388
61199,n11543792,n11537886
61200,n13475205,n13509196
61201,n14710024,n00020090
61202,n04688842,n04688246
61203,n14387807,n14083790
61204,n08582837,n08630039
61205,n00149699,n00149508
61206,n14115086,n14114555
61207,n14596839,n14596700
61208,n15298695,n15113229
61209,n09179264,n09178999
61210,n00993651,n00986938
61211,n14160786,n14151139
61212,n13035389,n12992868
61213,n02865351,n03815615
61214,n06250444,n05943300
61215,n03003378,n04337974
61216,n06021761,n06021499
61217,n02889228,n04108268
61218,n15106529,n14818238
61219,n04874939,n04874672
61220,n04795413,n04795252
61221,n14053850,n14053717
61222,n12457250,n11556187
61223,n01220336,n01220619
61224,n05862970,n05862721
61225,n06754415,n06753800
61226,n02613434,n01432517
61227,n08508629,n08507558
61228,n07896994,n07891726
61229,n13684037,n13683805
61230,n10381804,n09821831
61231,n10006081,n10409011
61232,n06620467,n06620227
61233,n14192376,n14192790
61234,n04447443,n03575240
61235,n05223370,n05222591
61236,n09186928,n09416076
61237,n03860569,n04061442
61238,n08125420,n08337324
61239,n14096412,n14552802
61240,n04200000,n02974697
61241,n00189896,n00189565
61242,n13948441,n13945919
61243,n01263257,n00350030
61244,n13143097,n11567411
61245,n06238931,n06236802
61246,n13094732,n13094556
61247,n14838821,n14974264
61248,n13129938,n13129165
61249,n02834397,n03932670
61250,n03571706,n02972182
61251,n09876308,n09870926
61252,n00862079,n00861611
61253,n04497801,n03563967
61254,n07438190,n07436986
61255,n04881369,n04880573
61256,n12737745,n11575425
61257,n12046251,n11556857
61258,n06495824,n06481320
61259,n07351612,n07309781
61260,n00893088,n00521562
61261,n13125003,n08435388
61262,n09885334,n10633450
61263,n14852450,n14580897
61264,n03300907,n03828465
61265,n14688831,n14662574
61266,n13309776,n13329641
61267,n06006777,n06004685
61268,n09723689,n09634494
61269,n12994892,n12994475
61270,n07485281,n07484265
61271,n13864542,n13864153
61272,n13364984,n13398241
61273,n00324233,n00320852
61274,n00918289,n00916464
61275,n00913705,n00923444
61276,n13863473,n13862780
61277,n06633896,n07160883
61278,n02834642,n03061050
61279,n03498316,n02784732
61280,n04082886,n03820950
61281,n02038329,n01507175
61282,n15065584,n14805676
61283,n04943704,n04942869
61284,n07673872,n07673397
61285,n06821279,n06817782
61286,n08477912,n07942152
61287,n03433434,n02710766
61288,n08284481,n08276720
61289,n05725269,n05724694
61290,n13571943,n13474858
61291,n14750782,n15058163
61292,n14750782,n14749794
61293,n13344071,n13329641
61294,n07472929,n07472657
61295,n09670280,n09645091
61296,n09395086,n09239740
61297,n13781348,n13780719
61298,n13775706,n13774404
61299,n10348874,n09628382
61300,n10735564,n00007846
61301,n07700348,n07698915
61302,n10387324,n10435988
61303,n15158997,n15158816
61304,n00073177,n00072808
61305,n07523485,n07523286
61306,n04030965,n04315948
61307,n02028556,n01507175
61308,n02665687,n02665543
61309,n15078050,n14699752
61310,n03980332,n03485997
61311,n10396908,n10001217
61312,n11523736,n11458624
61313,n10044470,n10553627
61314,n00996180,n00973077
61315,n01746565,n01657723
61316,n00186549,n00042541
61317,n12170415,n11575425
61318,n00187499,n00187337
61319,n00441686,n00350030
61320,n03888257,n04077734
61321,n13404248,n13403643
61322,n07026239,n07025900
61323,n09269573,n09401834
61324,n14782919,n14859838
61325,n04187970,n03057021
61326,n03401721,n03294048
61327,n07395957,n07387509
61328,n04235860,n02773037
61329,n10053808,n09632518
61330,n07890226,n07889510
61331,n00505446,n00502415
61332,n06277803,n06873252
61333,n09829650,n10759982
61334,n04734698,n04733640
61335,n11947079,n11579418
61336,n01898459,n01896031
61337,n05833022,n05832264
61338,n09188229,n09312645
61339,n09180431,n00023773
61340,n00837965,n00837675
61341,n11832108,n11827775
61342,n11832108,n11573660
61343,n14224170,n14224757
61344,n10448568,n10231087
61345,n05594367,n05594037
61346,n11690737,n13086908
61347,n01114646,n01113068
61348,n08177030,n08294696
61349,n08177030,n08237699
61350,n08511570,n08511970
61351,n06660224,n06658786
61352,n13349395,n13252973
61353,n00832306,n00177127
61354,n00193099,n00192613
61355,n12063066,n11556857
61356,n00127286,n00035189
61357,n10021892,n10557854
61358,n05378234,n05418717
61359,n14251045,n14235200
61360,n13761801,n13760316
61361,n07046339,n07037465
61362,n04179712,n04600312
61363,n14691231,n14727670
61364,n09794917,n10008716
61365,n04776176,n04773899
61366,n08216535,n08215248
61367,n09983889,n09984298
61368,n04233832,n04350905
61369,n02371647,n01862557
61370,n13063936,n11592146
61371,n06517345,n06516955
61372,n14816064,n14815867
61373,n08389900,n08389710
61374,n10758121,n09779790
61375,n09996304,n09626031
61376,n05089048,n04941453
61377,n04590416,n04567222
61378,n04811767,n04810865
61379,n13305373,n13303315
61380,n06200929,n06200741
61381,n02645823,n01432517
61382,n08541841,n08574314
61383,n00418025,n00410247
61384,n08245059,n07974025
61385,n10009276,n10448983
61386,n07327288,n07323922
61387,n08646787,n08641113
61388,n00935453,n00933420
61389,n05265861,n05265417
61390,n14932303,n14931879
61391,n09282534,n09225146
61392,n14726642,n14877585
61393,n14231207,n14231022
61394,n07502099,n07501545
61395,n00868669,n00868196
61396,n07685730,n07679356
61397,n04583888,n03106722
61398,n07247803,n06598915
61399,n04760296,n04761517
61400,n03280813,n04048568
61401,n01366415,n01352574
61402,n07378059,n07382572
61403,n01193176,n01192150
61404,n00485998,n00483935
61405,n02654890,n01429349
61406,n11436283,n11426530
61407,n05923983,n05923696
61408,n14061599,n14061462
61409,n00188449,n00558630
61410,n13511243,n13471206
61411,n08627316,n08552138
61412,n04275363,n09477037
61413,n02790322,n03974215
61414,n14700162,n14698000
61415,n06520222,n06628861
61416,n00940560,n00940412
61417,n00289267,n00286497
61418,n04795545,n04794751
61419,n01898185,n14867858
61420,n05641089,n05640729
61421,n06620790,n06620579
61422,n10546561,n10284064
61423,n00716520,n00671351
61424,n07393988,n07371293
61425,n13456252,n13446390
61426,n00782792,n00781685
61427,n02807401,n02807260
61428,n03019535,n03434943
61429,n03774673,n02722997
61430,n07807834,n07807710
61431,n07473207,n07472929
61432,n06707178,n06706676
61433,n05076069,n05075602
61434,n10667709,n09943239
61435,n03086963,n03479952
61436,n09643545,n09643078
61437,n09643545,n10287213
61438,n05693669,n05692910
61439,n06719299,n06717170
61440,n13092548,n00006484
61441,n10236114,n10235549
61442,n08176077,n08294696
61443,n14248541,n14236226
61444,n14571028,n13920429
61445,n14047641,n14047740
61446,n13482781,n13533349
61447,n14627655,n14622893
61448,n03776291,n04157320
61449,n13801700,n13801424
61450,n00961962,n00954311
61451,n04124098,n02773037
61452,n07962405,n07962124
61453,n02239073,n01762525
61454,n04972268,n04971928
61455,n00429949,n00426928
61456,n05523420,n05523269
61457,n01219075,n01218593
61458,n05935535,n05935060
61459,n10539160,n10129825
61460,n14501726,n14034177
61461,n00643389,n00635850
61462,n08572726,n08593924
61463,n13919685,n13864153
61464,n04879340,n04878861
61465,n04558804,n04557308
61466,n15183085,n15184755
61467,n14853112,n14852450
61468,n01724947,n01657723
61469,n14077830,n14178913
61470,n09495382,n09551356
61471,n01740393,n01656813
61472,n01655577,n01342529
61473,n14742917,n14743046
61474,n14656666,n14625458
61475,n00425090,n00424767
61476,n07505047,n14408646
61477,n07463733,n07458453
61478,n01648818,n01626134
